stream_name,timestamp,count
fort_lauderdale,1582135850,13
fort_lauderdale,1582135919,22
abbey_road,1582136214,22
fort_lauderdale,1582139202,24
prague,1582141228,12
time_square,1582141643,91
fort_lauderdale,1582153261,3
fort_lauderdale,1582153312,4
fort_lauderdale,1582154263,12
abbey_road,1582156300,1
time_square,1582156589,91
abbey_road,1582176180,8
prague,1582176582,7
abbey_road,1582177948,2
abbey_road,1582187047,22
prague,1582187244,33
new_jersey,1582187407,1
abbey_road,1582188158,14
abbey_road,1582188198,20
abbey_road,1582199508,30
abbey_road,1582201406,26
fort_lauderdale,1582209606,7
fort_lauderdale,1582211081,9
fort_lauderdale,1582211167,10
fort_lauderdale,1582212614,10
fort_lauderdale,1582212758,13
fort_lauderdale,1582212789,15
fort_lauderdale,1582213596,14
time_square,1582215599,75
fort_lauderdale,1582215774,7
prague,1582220032,23
prague,1582220054,12
fort_lauderdale,1582228556,11
new_jersey,1582229735,8
abbey_road,1582242167,3
time_square,1582247751,87
new_jersey,1582250505,2
prague,1582267100,11
prague,1582277565,38
time_square,1582289779,35
abbey_road,1582292320,28
fort_lauderdale,1582295262,7
fort_lauderdale,1582295299,5
fort_lauderdale,1582295709,7
abbey_road,1582297061,26
time_square,1582297248,71
fort_lauderdale,1582298706,15
fort_lauderdale,1582298836,2
abbey_road,1582298897,38
fort_lauderdale,1582298907,2
abbey_road,1582298932,56
time_square,1582300075,64
fort_lauderdale,1582301460,6
fort_lauderdale,1582312743,4
time_square,1582319350,49
fort_lauderdale,1582320199,1
fort_lauderdale,1582325496,0
fort_lauderdale,1582325615,0
new_jersey,1582325801,9
fort_lauderdale,1582326063,3
fort_lauderdale,1582326063,3
fort_lauderdale,1582326063,3
fort_lauderdale,1582326216,1
fort_lauderdale,1582327127,0
fort_lauderdale,1582327478,0
abbey_road,1582329343,12
prague,1582351293,2
abbey_road,1582355551,6
prague,1582355575,10
prague,1582355830,9
prague,1582358454,4
time_square,1582366265,13
prague,1582367547,28
prague,1582370987,39
abbey_road,1582371109,44
abbey_road,1582374570,49
abbey_road,1582374626,44
abbey_road,1582374659,53
abbey_road,1582374928,38
new_jersey,1582382677,41
time_square,1582382938,73
new_jersey,1582384087,35
new_jersey,1582387747,38
prague,1582388830,43
fort_lauderdale,1582390522,6
new_jersey,1582390626,52
fort_lauderdale,1582390632,9
new_jersey,1582390670,40
fort_lauderdale,1582391007,10
new_jersey,1582392628,38
time_square,1582392944,89
new_jersey,1582394545,35
fort_lauderdale,1582395963,7
new_jersey,1582397749,42
new_jersey,1582400448,34
abbey_road,1582404116,18
abbey_road,1582404191,18
abbey_road,1582404221,10
abbey_road,1582406845,7
abbey_road,1582406983,13
new_jersey,1582410919,37
new_jersey,1582411770,29
new_jersey,1582413501,22
new_jersey,1582413529,20
new_jersey,1582413604,34
time_square,1582416957,88
time_square,1582432772,83
prague,1582441021,4
prague,1582443169,13
abbey_road,1582443832,4
abbey_road,1582448151,9
abbey_road,1582449182,15
abbey_road,1582454442,41
abbey_road,1582454457,41
abbey_road,1582454471,41
new_jersey,1582455843,4
time_square,1582455862,19
abbey_road,1582459220,33
abbey_road,1582459341,34
abbey_road,1582459429,34
time_square,1582469512,73
abbey_road,1582471273,26
abbey_road,1582471302,31
prague,1582474501,45
time_square,1582474588,77
prague,1582477245,9
prague,1582491645,5
prague,1582495263,7
time_square,1582516544,82
time_square,1582519478,73
prague,1582525651,10
time_square,1582545628,26
time_square,1582560023,80
fort_lauderdale,1582561624,4
time_square,1582575616,76
fort_lauderdale,1582579431,6
prague,1582581404,4
new_jersey,1582589609,5
time_square,1582606030,77
prague,1582609062,1
prague,1582611438,4
new_orleans,1582628150,26
prague,1582628472,34
new_jersey,1582629066,6
new_orleans,1582629890,3
new_jersey,1582631189,1
time_square,1582634358,38
new_orleans,1582634995,7
new_orleans,1582635646,10
new_orleans,1582635667,15
new_orleans,1582635675,9
new_orleans,1582635708,11
fort_lauderdale,1582637735,5
new_orleans,1582638053,4
new_orleans,1582641625,2
new_orleans,1582643997,31
new_orleans,1582644828,33
new_orleans,1582644840,26
new_orleans,1582645928,36
new_orleans,1582645929,30
prague,1582646338,44
prague,1582646688,49
new_orleans,1582648171,45
fort_lauderdale,1582648556,18
new_orleans,1582649704,38
new_orleans,1582653329,31
new_orleans,1582654170,35
fort_lauderdale,1582654597,17
new_orleans,1582655007,28
fort_lauderdale,1582661230,16
abbey_road,1582663365,7
prague,1582664454,9
fort_lauderdale,1582666822,14
fort_lauderdale,1582673428,0
abbey_road,1582673997,9
abbey_road,1582674558,5
new_orleans,1582678155,37
new_orleans,1582678734,46
new_orleans,1582680480,42
new_orleans,1582680694,47
new_orleans,1582681119,44
new_orleans,1582682007,34
new_orleans,1582682561,41
new_orleans,1582683878,33
new_orleans,1582683892,42
new_orleans,1582683932,41
new_orleans,1582684865,38
new_orleans,1582687159,34
new_orleans,1582687383,39
new_orleans,1582687569,39
new_orleans,1582688672,44
new_orleans,1582689129,40
new_orleans,1582690357,49
new_orleans,1582691789,38
new_orleans,1582691856,35
new_orleans,1582691859,53
new_orleans,1582692349,36
new_orleans,1582693255,58
new_orleans,1582693386,37
new_orleans,1582693527,40
prague,1582698827,4
abbey_road,1582699333,8
new_orleans,1582701486,40
new_orleans,1582701824,48
new_orleans,1582701861,39
new_orleans,1582701949,42
new_orleans,1582703219,45
new_orleans,1582704088,41
new_orleans,1582704346,41
new_orleans,1582704534,37
new_orleans,1582704668,41
prague,1582705441,41
prague,1582705441,41
new_orleans,1582705491,47
prague,1582705759,45
prague,1582711794,47
abbey_road,1582712292,5
new_orleans,1582714530,9
new_orleans,1582714558,21
new_orleans,1582714651,16
new_jersey,1582716978,1
new_jersey,1582717185,7
new_orleans,1582717579,17
new_orleans,1582717673,10
new_orleans,1582718074,6
new_jersey,1582722891,1
new_orleans,1582724153,15
new_orleans,1582724262,24
fort_lauderdale,1582725260,3
fort_lauderdale,1582725278,3
new_orleans,1582726126,6
fort_lauderdale,1582726633,3
fort_lauderdale,1582726666,4
fort_lauderdale,1582728313,5
fort_lauderdale,1582728417,4
new_jersey,1582728725,0
fort_lauderdale,1582729766,19
fort_lauderdale,1582730258,7
prague,1582732852,23
prague,1582740519,17
prague,1582740519,18
abbey_road,1582741755,19
abbey_road,1582741773,19
abbey_road,1582741774,19
new_orleans,1582742183,40
new_orleans,1582743169,26
prague,1582743670,18
fort_lauderdale,1582744542,15
new_orleans,1582755076,36
new_jersey,1582756836,2
time_square,1582757527,92
time_square,1582758700,92
fort_lauderdale,1582758859,6
prague,1582759969,1
new_orleans,1582761388,32
new_orleans,1582769085,39
new_orleans,1582770883,37
new_orleans,1582771228,30
time_square,1582778639,64
abbey_road,1582782075,6
prague,1582782914,10
prague,1582785244,9
abbey_road,1582786033,3
abbey_road,1582786642,8
time_square,1582796423,6
prague,1582799647,39
abbey_road,1582799746,17
abbey_road,1582802194,14
abbey_road,1582807352,24
abbey_road,1582807417,27
abbey_road,1582807506,22
abbey_road,1582809925,32
fort_lauderdale,1582810426,3
fort_lauderdale,1582813837,2
abbey_road,1582817359,41
fort_lauderdale,1582817955,2
prague,1582818052,4
prague,1582819480,35
time_square,1582825012,77
fort_lauderdale,1582831746,2
time_square,1582834347,86
time_square,1582838946,84
prague,1582840848,5
fort_lauderdale,1582842287,3
fort_lauderdale,1582842663,5
abbey_road,1582843308,1
abbey_road,1582843463,6
abbey_road,1582846663,6
time_square,1582850689,88
fort_lauderdale,1582855030,2
fort_lauderdale,1582855030,2
new_orleans,1582857603,36
time_square,1582860027,82
new_orleans,1582863024,29
time_square,1582865217,65
abbey_road,1582868517,5
prague,1582868643,1
abbey_road,1582871915,12
prague,1582872096,3
prague,1582873254,6
prague,1582878490,23
new_jersey,1582878888,1
abbey_road,1582885498,46
abbey_road,1582887386,34
abbey_road,1582887948,44
abbey_road,1582888078,42
abbey_road,1582888229,54
abbey_road,1582888241,47
abbey_road,1582888277,43
abbey_road,1582888773,45
new_jersey,1582890710,5
abbey_road,1582892231,64
abbey_road,1582893086,61
abbey_road,1582893264,41
abbey_road,1582893311,32
abbey_road,1582894443,30
abbey_road,1582894819,27
abbey_road,1582895335,65
abbey_road,1582895348,65
abbey_road,1582895637,19
abbey_road,1582895739,25
abbey_road,1582895853,41
abbey_road,1582895941,39
abbey_road,1582899222,23
abbey_road,1582899223,23
abbey_road,1582899528,23
abbey_road,1582899713,23
abbey_road,1582899791,20
abbey_road,1582901282,34
fort_lauderdale,1582901605,3
abbey_road,1582902140,28
abbey_road,1582902453,17
time_square,1582902974,67
fort_lauderdale,1582905193,2
new_orleans,1582908891,29
abbey_road,1582909221,20
abbey_road,1582909323,27
new_orleans,1582911748,19
abbey_road,1582912473,23
abbey_road,1582912519,15
abbey_road,1582912696,37
prague,1582912852,22
fort_lauderdale,1582913623,3
fort_lauderdale,1582923967,5
time_square,1582925613,82
prague,1582927251,10
new_orleans,1582933620,37
time_square,1582935594,93
time_square,1582940874,86
time_square,1582951310,35
prague,1582955471,3
time_square,1582961484,28
abbey_road,1582963110,10
abbey_road,1582963130,10
abbey_road,1582963587,10
prague,1582965431,19
new_jersey,1582965639,2
abbey_road,1582966040,17
abbey_road,1582969480,11
abbey_road,1582980916,43
fort_lauderdale,1582983922,1
abbey_road,1582990621,47
abbey_road,1582990622,47
abbey_road,1582990830,38
fort_lauderdale,1582992957,5
prague,1582994364,42
time_square,1583001010,58
abbey_road,1583003072,39
prague,1583006454,10
time_square,1583008801,94
fort_lauderdale,1583013333,8
fort_lauderdale,1583014899,0
prague,1583015450,2
abbey_road,1583018333,12
abbey_road,1583020050,4
time_square,1583022291,78
time_square,1583025982,55
time_square,1583028697,47
prague,1583031745,7
dublin,1583032986,7
time_square,1583034188,55
dublin,1583034585,9
time_square,1583035258,62
time_square,1583038049,56
dublin,1583044055,2
prague,1583044171,1
abbey_road,1583044714,2
abbey_road,1583044757,5
dublin,1583044825,4
abbey_road,1583045135,3
dublin,1583045258,4
prague,1583046028,6
prague,1583046449,6
prague,1583046524,9
prague,1583055720,36
abbey_road,1583057515,27
abbey_road,1583057598,24
abbey_road,1583059726,34
time_square,1583065138,43
fort_lauderdale,1583066149,2
fort_lauderdale,1583066691,10
fort_lauderdale,1583066811,4
fort_lauderdale,1583067148,1
fort_lauderdale,1583067343,1
abbey_road,1583068152,34
time_square,1583070657,39
prague,1583077462,40
prague,1583078209,32
fort_lauderdale,1583080494,4
fort_lauderdale,1583080537,7
fort_lauderdale,1583080839,4
fort_lauderdale,1583081499,6
fort_lauderdale,1583081543,14
fort_lauderdale,1583081583,6
fort_lauderdale,1583081620,6
prague,1583082175,21
new_jersey,1583090844,24
abbey_road,1583095368,5
time_square,1583101606,54
new_orleans,1583102612,40
new_orleans,1583103489,28
new_orleans,1583104108,37
prague,1583104373,2
new_jersey,1583106857,6
new_jersey,1583109625,8
dublin,1583114605,15
time_square,1583115178,87
dublin,1583115661,11
time_square,1583115846,88
dublin,1583115962,6
dublin,1583116683,0
dublin,1583117013,7
dublin,1583120699,4
abbey_road,1583128974,2
prague,1583130657,2
dublin,1583133206,9
dublin,1583134844,15
new_jersey,1583136343,1
abbey_road,1583137442,18
time_square,1583145396,27
dublin,1583150857,35
dublin,1583152489,40
dublin,1583153417,41
dublin,1583154411,35
dublin,1583155686,48
dublin,1583160367,39
fort_lauderdale,1583160384,10
prague,1583161292,46
abbey_road,1583162627,22
abbey_road,1583163090,32
time_square,1583165183,82
dublin,1583165380,55
dublin,1583165578,52
dublin,1583165916,41
time_square,1583166711,75
dublin,1583169088,54
prague,1583169231,9
dublin,1583170384,46
abbey_road,1583171540,13
dublin,1583172171,53
fort_lauderdale,1583172399,5
fort_lauderdale,1583172478,20
fort_lauderdale,1583172575,19
new_jersey,1583175010,15
fort_lauderdale,1583178550,29
time_square,1583180399,69
abbey_road,1583181962,3
time_square,1583182476,56
abbey_road,1583184644,32
fort_lauderdale,1583186278,7
abbey_road,1583187659,32
fort_lauderdale,1583187807,14
abbey_road,1583188394,1
abbey_road,1583188464,1
time_square,1583188542,85
abbey_road,1583188692,5
abbey_road,1583197281,5
abbey_road,1583199320,7
abbey_road,1583200069,37
time_square,1583200116,89
abbey_road,1583200291,35
abbey_road,1583200451,34
time_square,1583210317,36
prague,1583215259,1
prague,1583216798,0
dublin,1583217532,6
dublin,1583217864,14
time_square,1583223373,23
prague,1583223381,12
dublin,1583229145,18
dublin,1583229165,18
dublin,1583234980,37
dublin,1583235133,27
fort_lauderdale,1583239040,4
fort_lauderdale,1583243340,3
fort_lauderdale,1583245463,3
new_jersey,1583247560,7
prague,1583247659,32
abbey_road,1583249294,16
fort_lauderdale,1583250039,16
fort_lauderdale,1583250150,20
fort_lauderdale,1583250410,20
abbey_road,1583250602,26
fort_lauderdale,1583250857,20
fort_lauderdale,1583252176,24
time_square,1583253168,68
time_square,1583253818,75
abbey_road,1583256243,13
fort_lauderdale,1583258672,21
time_square,1583259291,81
fort_lauderdale,1583259445,28
prague,1583269267,6
fort_lauderdale,1583272169,11
fort_lauderdale,1583274256,5
prague,1583277828,2
time_square,1583281935,68
time_square,1583285279,80
dublin,1583286583,8
dublin,1583287633,8
dublin,1583291030,4
dublin,1583291947,5
new_jersey,1583293134,5
dublin,1583297461,5
dublin,1583297898,5
time_square,1583306073,6
dublin,1583306216,6
dublin,1583306589,14
prague,1583307644,17
dublin,1583310941,31
prague,1583316255,39
abbey_road,1583317548,16
prague,1583318348,47
dublin,1583318433,41
new_jersey,1583320549,6
dublin,1583321194,62
abbey_road,1583324183,21
fort_lauderdale,1583325282,1
fort_lauderdale,1583326332,1
fort_lauderdale,1583329224,0
fort_lauderdale,1583333059,5
fort_lauderdale,1583333208,8
fort_lauderdale,1583333257,8
abbey_road,1583333306,12
time_square,1583336685,79
fort_lauderdale,1583337138,22
fort_lauderdale,1583337172,19
fort_lauderdale,1583337212,23
fort_lauderdale,1583338661,19
fort_lauderdale,1583340947,27
fort_lauderdale,1583344999,12
fort_lauderdale,1583345336,11
fort_lauderdale,1583348440,25
time_square,1583349957,48
time_square,1583352180,72
time_square,1583355186,33
fort_lauderdale,1583358302,13
fort_lauderdale,1583360726,3
fort_lauderdale,1583361155,5
fort_lauderdale,1583361297,12
fort_lauderdale,1583362309,6
new_orleans,1583364077,24
new_orleans,1583364201,30
time_square,1583364215,86
new_orleans,1583364388,25
new_orleans,1583364821,38
new_orleans,1583364857,31
new_orleans,1583367632,11
abbey_road,1583372339,1
dublin,1583375614,8
new_jersey,1583379959,3
dublin,1583387279,5
abbey_road,1583387605,7
dublin,1583389533,6
prague,1583389573,4
dublin,1583390591,13
dublin,1583391504,13
dublin,1583395529,19
prague,1583396515,21
dublin,1583406356,42
fort_lauderdale,1583412308,2
fort_lauderdale,1583415277,3
prague,1583418694,34
fort_lauderdale,1583420100,3
fort_lauderdale,1583420209,5
dublin,1583421414,56
fort_lauderdale,1583421804,19
fort_lauderdale,1583421842,15
fort_lauderdale,1583424597,29
fort_lauderdale,1583424711,31
fort_lauderdale,1583424817,37
fort_lauderdale,1583425035,32
fort_lauderdale,1583425107,29
abbey_road,1583425422,16
fort_lauderdale,1583426176,11
time_square,1583426507,72
abbey_road,1583427519,28
prague,1583427650,43
prague,1583427714,50
fort_lauderdale,1583430121,24
prague,1583431202,13
time_square,1583444857,88
time_square,1583444897,82
prague,1583445659,4
prague,1583447781,0
fort_lauderdale,1583451574,6
time_square,1583453205,70
time_square,1583456373,84
time_square,1583458960,65
time_square,1583459031,75
dublin,1583462015,22
dublin,1583462547,33
dublin,1583468757,5
dublin,1583470193,12
prague,1583470598,4
new_jersey,1583474394,1
prague,1583474742,2
dublin,1583475706,4
dublin,1583476919,6
dublin,1583479435,20
prague,1583480565,7
new_jersey,1583480739,3
abbey_road,1583489877,10
dublin,1583490012,26
abbey_road,1583490351,22
fort_lauderdale,1583497926,1
abbey_road,1583498657,38
prague,1583499277,47
fort_lauderdale,1583500895,4
dublin,1583501094,45
dublin,1583503689,50
new_jersey,1583503883,4
fort_lauderdale,1583504362,4
fort_lauderdale,1583506300,11
dublin,1583506419,50
dublin,1583506440,47
dublin,1583506482,43
dublin,1583506513,50
prague,1583507101,38
fort_lauderdale,1583509256,11
time_square,1583509318,69
fort_lauderdale,1583509343,11
fort_lauderdale,1583509446,14
fort_lauderdale,1583512417,15
abbey_road,1583513290,37
fort_lauderdale,1583517604,23
fort_lauderdale,1583517720,24
fort_lauderdale,1583517801,23
new_orleans,1583519743,22
fort_lauderdale,1583521303,21
new_orleans,1583521793,25
new_orleans,1583523236,35
new_orleans,1583523338,26
fort_lauderdale,1583523410,15
fort_lauderdale,1583527832,12
abbey_road,1583532982,9
fort_lauderdale,1583537275,6
abbey_road,1583538123,2
abbey_road,1583538771,1
time_square,1583542113,33
dublin,1583543486,31
dublin,1583545194,50
time_square,1583547039,54
dublin,1583550027,28
abbey_road,1583550264,9
time_square,1583553025,52
abbey_road,1583564987,3
new_jersey,1583579307,1
